table,name,valueType,unit,repeatable,label
urban,ath_uvddc_,decimal,kilojoules_per_square_meter,1,average of DNA-damage UV dose during # year (># year and <=#+1 year)
urban,ath_uvdec_,decimal,kilojoules_per_square_meter,1,average of erythemal UV dose during # year (># year and <=#+1 year)
urban,ath_uvdvc_,decimal,kilojoules_per_square_meter,1,average of vitamin-d UV dose during # year (># year and <=#+1 year)
urban,ath_lst_,decimal,degree_celsius,1,land surface temperature during # year (># year and <=#+1 year)
urban,ath_mdist_,decimal,meter,1,distance to meteorological station during # year (># year and <=#+1 year)
urban,ath_lan_,decimal,DN,1,nighttime light at # year (># year and <=# year)
urban,mother_id,text,,1,Unique identifier number for the mother 
urban,age_trimester,integer,numeric,1,Age of the child in trimesters
urban,ath_no2_t,decimal,micrograms_per_cubic_meter,1,no2 average value (extrapolated back in time using ratio method) during trimester
urban,ath_no2elp_t,decimal,micrograms_per_cubic_meter,1,no2 elapse average value (extrapolated back in time using ratio method) during trimester
urban,ath_nox_t,decimal,micrograms_per_cubic_meter,1,nox average value (extrapolated back in time using ratio method) during trimester
urban,ath_pm10_t,decimal,micrograms_per_cubic_meter,1,pm10 average value (extrapolated back in time using ratio method) during trimester
urban,ath_pm25_t,decimal,micrograms_per_cubic_meter,1,pm25 average value (extrapolated back in time using ratio method) during trimester
urban,ath_pm25elp_t,decimal,micrograms_per_cubic_meter,1,pm25 elapse average value (extrapolated back in time using ratio method) during trimester
urban,ath_pmcoarse_t,decimal,micrograms_per_cubic_meter,1,pmcoarse average value (extrapolated back in time using ratio method) during trimester
urban,ath_pm25abs_t,decimal,ten_power_minus_five_per_inverse_meter,1,pm25abs average value (extrapolated back in time using ratio method) during trimester
urban,ath_pm25cu_t,decimal,nanograms_per_cubic_meter,1,pm25cu value at trimester
urban,ath_pm25fe_t,decimal,nanograms_per_cubic_meter,1,pm25fe value at trimester
urban,ath_pm25k_t,decimal,nanograms_per_cubic_meter,1,pm25k value at trimester
urban,ath_pm25ni_t,decimal,nanograms_per_cubic_meter,1,pm25ni value at trimester
urban,ath_pm25s_t,decimal,nanograms_per_cubic_meter,1,pm25s value at trimester
urban,ath_pm25si_t,decimal,nanograms_per_cubic_meter,1,pm25si value at trimester
urban,ath_pm25v_t,decimal,nanograms_per_cubic_meter,1,pm25v value at trimester
urban,ath_pm25zn_t,decimal,nanograms_per_cubic_meter,1,pm25zn value at trimester
urban,ath_pm10cu_t,decimal,nanograms_per_cubic_meter,1,pm10cu value at trimester
urban,ath_pm10fe_t,decimal,nanograms_per_cubic_meter,1,pm10fe value at trimester
urban,ath_pm10k_t,decimal,nanograms_per_cubic_meter,1,pm10k value at trimester
urban,ath_pm10ni_t,decimal,nanograms_per_cubic_meter,1,pm10ni value at trimester
urban,ath_pm10s_t,decimal,nanograms_per_cubic_meter,1,pm10s value at trimester
urban,ath_pm10si_t,decimal,nanograms_per_cubic_meter,1,pm10si value at trimester
urban,ath_pm10v_t,decimal,nanograms_per_cubic_meter,1,pm10v value at trimester
urban,ath_pm10zn_t,decimal,nanograms_per_cubic_meter,1,pm10zn value at trimester
urban,ath_blue_dist_t,decimal,meter,1,"straight line distance to nearest blue space > 5,000 m2 at  trimester"
urban,ath_green_dist_t,decimal,meter,1,"straight line distance to nearest green space > 5,000 m2 at  trimester"
urban,ath_blue_size_t,decimal,square_meter,1,"area of closest blue space > 5,000m2 at trimester"
urban,ath_green_size_t,decimal,square_meter,1,"area of closest green space > 5,000m2 at trimester"
urban,ath_blueyn300_t,binary,,1,"is there a blue space  > 5,000 m2 in a distance of 300 m? at trimester"
urban,ath_greenyn300_t,binary,,1,"is there a green space  > 5,000 m2 in a distance of 300 m? at trimester"
urban,ath_ndvi100_mean_t,decimal,ndvi_value,1,5-years moving average (YYYY-4 to YYYY) of NDVI within a 100 meter buffer around geocode using all available images during the greenest period (from May to August) at trimester
urban,ath_ndvi300_mean_t,decimal,ndvi_value,1,5-years moving average (YYYY-4 to YYYY) of NDVI within a 300 meter buffer around geocode using all available images during the greenest period (from May to August) at trimester
urban,ath_ndvi500_mean_t,decimal,ndvi_value,1,5-years moving average (YYYY-4 to YYYY) of NDVI within a 500 meter buffer around geocode using all available images during the greenest period (from May to August) at trimester
urban,ath_ndvi100_std_t,decimal,ndvi_value,1,5-years moving standard deviation (YYYY-4 to YYYY) of NDVI within a 100 meter buffer around geocode using all available images during the greenest period (from May to August) at trimester
urban,ath_ndvi300_std_t,decimal,ndvi_value,1,5-years moving standard deviation (YYYY-4 to YYYY) of NDVI within a 300 meter buffer around geocode using all available images during the greenest period (from May to August) at trimester
urban,ath_ndvi500_std_t,decimal,ndvi_value,1,5-years moving standard deviation (YYYY-4 to YYYY) of NDVI within a 500 meter buffer around geocode using all available images during the greenest period (from May to August) at trimester
urban,ath_pntv_t,decimal,%,1,average of percent of nontree vegetation within a buffer of 300 m at trimester
urban,ath_pnv_t,decimal,%,1,average of percent of non vegetated within a buffer of 300 m at trimester
urban,ath_ptc_t,decimal,%,1,average of percent of tree covered within a buffer of 300 m at trimester
urban,ath_popdens_t,decimal,people_per_square_kilometer,1,population density at trimester
urban,ath_bdens100_t,decimal,square_meter_per_square_kilometer,1,building density within a buffer of 100 m at trimester
urban,ath_bdens300_t,decimal,square_meter_per_square_kilometer,1,building density within a buffer of 300 m at trimester
urban,ath_connind100_t,decimal,number_per_square_kilometer,1,connectivity density within a buffer of 100 m at trimester
urban,ath_connind300_t,decimal,number_per_square_kilometer,1,connectivity density within a buffer of 300 m at trimester
urban,ath_lines_100_t,decimal,meter_per_square_kilometer,1,length of public transport lines within a buffer of 100 m at trimester
urban,ath_lines_300_t,decimal,meter_per_square_kilometer,1,length of public transport lines within a buffer of 300 m at trimester
urban,ath_lines_500_t,decimal,meter_per_square_kilometer,1,length of public transport lines within a buffer of 500 m at trimester
urban,ath_stops_100_t,decimal,number_per_square_kilometer,1,number of public transport stops within a buffer of 100 m at trimester
urban,ath_stops_300_t,decimal,number_per_square_kilometer,1,number of public transport stops within a buffer of 300 m at trimester
urban,ath_stops_500_t,decimal,number_per_square_kilometer,1,number of public transport stops within a buffer of 500 m at trimester
urban,ath_fdensity300_t,decimal,number_per_square_kilometer,1,number of facilities present within a buffer of 300 m at trimester
urban,ath_frichness300_t,decimal,,1,number of different facility types present divided by the maximum potential number of facility types within a buffer of 300 m at trimester
urban,ath_landuseshan300_t,decimal,,1,landuse Shannon's Evenness Index within a buffer of 300 m at trimester
urban,ath_walkability_mean_t,decimal,,1,"walkability index (as mean of deciles of facility richness index, landuse shannon's Evenness Index, population density, connectivity density) within a buffer of 300 m at trimester"
urban,ath_agrgr_t,decimal,%,1,"percentage of agrgr (agricultural areas, semi-natural areas and wetlands) land use within a buffer of 300 m at trimester"
urban,ath_airpt_t,decimal,%,1,percentage of airpt (airports) land use within a buffer of 300 m at trimester
urban,ath_hdres_t,decimal,%,1,percentage of hdres (continuous urban fabric) land use within a buffer of 300 m at trimester
urban,ath_indtr_t,decimal,%,1,"percentage of indtr (industrial, commercial, public, military and private units) land use within a buffer of 300 m at trimester"
urban,ath_ldres_t,decimal,%,1,percentage of ldres (discontinuous dense/medium density/low density urban fabric) land use within a buffer of 300 m at trimester
urban,ath_natgr_t,decimal,%,1,percentage of natgr (forests) land use within a buffer of 300 m at trimester
urban,ath_other_t,decimal,%,1,"percentage of other (mineral extraction and dump sites, construction sites, land without current use) land use within a buffer of 300 m at trimester"
urban,ath_port_t,decimal,%,1,percentage of port (port areas) land use within a buffer of 300 m at trimester
urban,ath_trans_t,decimal,%,1,"percentage of trans (road and rail network and associated land, fast transit roads and associated land, other roads and associated land, railways and associated land) land use within a buffer of 300 m at trimester"
urban,ath_urbgr_t,decimal,%,1,"percentage of urbgr (green urban areas, sports and leisure facilities) land use within a buffer of 300 m at trimester"
urban,ath_vldres_t,decimal,%,1,percentage of vldres (discontinuous very low density urban fabric) land use within a buffer of 300 m at trimester
urban,ath_water_t,decimal,%,1,percentage of water land use within a buffer of 300 m at trimester
urban,ath_areases_tert_t,integer,,1,area-level SES indicator (deprivation index in tertiles) at trimester
urban,ath_areases_quint_t,integer,,1,area-level SES indicator (deprivation index in quintiles) at trimester
urban,ath_distinvnear1_t,decimal,inverse_meter,1,inverse distance to nearest road at trimester
urban,ath_trafload100_t,decimal,vehicles_per_day_and_meter,1,total traffic load of all roads within a buffer of 100 m at trimester
urban,ath_trafmajorload100_t,decimal,vehicles_per_day_and_meter,1,total traffic load of major roads within a buffer of 100 m at trimester
urban,ath_trafnear_t,decimal,vehicles_per_day,1,traffic density on nearest road at trimester
urban,ath_lden_t,decimal,A_weighted_decibel,1,day-evening-night level at trimester
urban,ath_ln_t,decimal,A_weighted_decibel,1,night level at trimester
urban,ath_lden_c_t,integer,,1,categorized day-evening-night level at trimester
urban,ath_ln_c_t,integer,,1,categorized night level at trimester
urban,ath_noise_dist_t,decimal,meter,1,straight distance to the nearest road with noise level at trimester
urban,ath_foodenvdens300_t,decimal,number_per_square_kilometer,1,number of facilities related to unhealthy food divided by the area of the 300 meters buffer at trimester
urban,ath_tm_t,decimal,degree_celsius,1,average of mean temperature during trimester
urban,ath_tmin_t,decimal,degree_celsius,1,average of minimum temperature during trimester
urban,ath_tmax_t,decimal,degree_celsius,1,average of maximum temperature during trimester
urban,ath_hum_t,decimal,%,1,average of mean relative humidity during trimester
urban,ath_hmin_t,decimal,%,1,average of minimum relative humidity during trimester
urban,ath_hmax_t,decimal,%,1,average of maximum relative humidity during trimester
urban,ath_tg_t,decimal,degree_celsius,1,average of mean temperature from eobs data during trimester
urban,ath_tn_t,decimal,degree_celsius,1,average of minimum temperature from eobs data during trimester
urban,ath_tx_t,decimal,degree_celsius,1,average of maximum temperature from eobs data during trimester
urban,ath_hu_t,decimal,%,1,average of relative humidity from eobs data during trimester
urban,ath_rr_t,decimal,millimeters,1,average of precipitation sum from eobs data during trimester
urban,ath_qq_t,decimal,watt per square meter,1,average of daily mean global radiation from eobs data during trimester
urban,ath_pp_t,decimal,Hectopascal,1,average of sea level pressure from eobs data during trimester
urban,ath_uvddc_t,decimal,kilojoules_per_square_meter,1,average of DNA-damage UV dose during trimester
urban,ath_uvdec_t,decimal,kilojoules_per_square_meter,1,average of erythemal UV dose during trimester
urban,ath_uvdvc_t,decimal,kilojoules_per_square_meter,1,average of vitamin-d UV dose during trimester
urban,ath_lst_t,decimal,degree_celsius,1,land surface temperature during trimester
urban,ath_mdist_t,decimal,meter,1,distance to meteorological station during trimester
urban,ath_lan_t,decimal,DN,1,nighttime light at trimester
