table,name,valueType,unit,repeatable,label,variableNameRegexp,variableValueRegexp
core,pmcoarse_,decimal,micrograms_per_cubic_meter,1,pmcoarse average value (extrapolated back in time using ratio method),,
core,pm25abs_,decimal,ten_power_minus_five_per_inverse_meter,1,pm25abs average value (extrapolated back in time using ratio method),,
core,pm25cu_,decimal,micrograms_per_cubic_meter,1,pm25cu value,,
core,pm25fe_,decimal,micrograms_per_cubic_meter,1,pm25fe value,,
core,pm25k_,decimal,micrograms_per_cubic_meter,1,pm25k value,,
core,pm25ni_,decimal,micrograms_per_cubic_meter,1,pm25ni value,,
core,pm25s_,decimal,micrograms_per_cubic_meter,1,pm25s value,,
core,pm25si_,decimal,micrograms_per_cubic_meter,1,pm25si value,,
core,pm25v_,decimal,micrograms_per_cubic_meter,1,pm25v value,,
core,pm25zn_,decimal,micrograms_per_cubic_meter,1,pm25zn value,,
core,pm10cu_,decimal,micrograms_per_cubic_meter,1,pm10cu value,,
core,pm10fe_,decimal,micrograms_per_cubic_meter,1,pm10fe value,,
core,pm10k_,decimal,micrograms_per_cubic_meter,1,pm10k value,,
core,pm10ni_,decimal,micrograms_per_cubic_meter,1,pm10ni value,,
core,pm10s_,decimal,micrograms_per_cubic_meter,1,pm10s value,,
core,pm10si_,decimal,micrograms_per_cubic_meter,1,pm10si value,,
core,pm10v_,decimal,micrograms_per_cubic_meter,1,pm10v value,,
core,pm10zn_,decimal,micrograms_per_cubic_meter,1,pm10zn value,,
core,popdens_,decimal,people_per_square_kilometer,1,population density,,
core,bdens100_,decimal,square_meter_per_square_kilometer,1,building density within a buffer of 100 m,,
core,bdens300_,decimal,square_meter_per_square_kilometer,1,building density within a buffer of 300 m,,
core,connind100_,decimal,number_per_square_kilometer,1,connectivity density within a buffer of 100 m,,
core,connind300_,decimal,number_per_square_kilometer,1,connectivity density within a buffer of 300 m,,
core,bus_lines_100_,decimal,meter_per_square_kilometer,1,length of public bus lines within a buffer of 100 m,,
core,bus_lines_300_,decimal,meter_per_square_kilometer,1,length of public bus lines within a buffer of 300 m,,
core,bus_lines_500_,decimal,meter_per_square_kilometer,1,length of public bus lines within a buffer of 500 m,,
core,bus_stops_100_,decimal,number_per_square_kilometer,1,number of public bus stops within a buffer of 100 m,,
core,bus_stops_300_,decimal,number_per_square_kilometer,1,number of public bus stops within a buffer of 100 m,,
core,bus_stops_500_,decimal,number_per_square_kilometer,1,number of public bus stops within a buffer of 500 m,,
core,fdensity300_,decimal,number_per_square_kilometer,1,number of facilities present within a buffer of 300 m,,
core,frichness300_,decimal,,1,number of different facility types present divided by the maximum potential number of facility types within a buffer of 300 m,,
core,landuseshan300_,decimal,,1,landuse Shannon's Evenness Index within a buffer of 300 m,,
core,walkability_mean_,decimal,numeric,1,"walkability index (as mean of deciles of facility richness index, landuse shannon's Evenness Index, population density, connectivity density) within a buffer of 300 m",,
core,agrgr_,decimal,percent,1,"percentage of agrgr (agricultural areas, semi-natural areas and wetlands) land use within a buffer of 300 m",,
core,airpt_,decimal,percent,1,percentage of airpt (airports) land use within a buffer of 300 m,,
core,hdres_,decimal,percent,1,percentage of hdres (continuous urban fabric) land use within a buffer of 300 m,,
core,indtr_,decimal,percent,1,"percentage of indtr (industrial, commercial, public, military and private units) land use within a buffer of 300 m",,
core,ldres_,decimal,percent,1,percentage of ldres (discontinuous dense/medium density/low density urban fabric) land use within a buffer of 300 m,,
core,natgr_,decimal,percent,1,percentage of natgr (forests) land use within a buffer of 300 m,,
core,other_,decimal,percent,1,"percentage of other (mineral extraction and dump sites, construction sites, land without current use) land use within a buffer of 300 m",,
core,port_,decimal,percent,1,percentage of port (port areas) land use within a buffer of 300 m,,
core,trans_,decimal,percent,1,"percentage of trans (road and rail network and associated land, fast transit roads and associated land, other roads and associated land, railways and associated land) land use within a buffer of 300 m",,
core,urbgr_,decimal,percent,1,"percentage of urbgr (green urban areas, sports and leisure facilities) land use within a buffer of 300 m",,
core,vldres_,decimal,percent,1,percentage of vldres (discontinuous very low density urban fabric) land use within a buffer of 300 m,,
core,water_,decimal,percent,1,percentage of water land use within a buffer of 300 m,,
core,blue_dist_,decimal,meter,1," straight line distance to nearest blue space > 5,000 m2",,
core,green_dist_,decimal,meter,1," straight line distance to nearest green space > 5,000 m2",,
core,blue_size_,decimal,square_meter,1," area of closest blue space > 5,000m2",,
core,green_size_,decimal,square_meter,1," area of closest green space > 5,000m2",,
core,blueyn300_,integer,numeric,1," is there a blue space  > 5,000 m2 in a distance of 300 m?",,
core,greenyn300_,integer,numeric,1," is there a green space  > 5,000 m2 in a distance of 300 m?",,
core,ndvi100_,decimal,ndvi_value,1,average of NDVI values within a buffer of 100 m,,
core,ndvi300_,decimal,ndvi_value,1,average of NDVI values within a buffer of 300 m,,
core,ndvi500_,decimal,ndvi_value,1,average of NDVI values within a buffer of 500 m,,
core,lden_,decimal,A_weighted_decibel,1,day-evening-night level,,
core,ln_,decimal,A_weighted_decibel,1,night level,,
core,lden_c_,integer,numeric,1,categorized day-evening-night level,,
core,ln_c_,integer,numeric,1,categorized night level,,
core,noise_dist_,decimal,meter,1,straight distance to the nearest road with noise level,,
core,areases_tert_,integer,numeric,1,area-level SES indicator (deprivation index in tertiles),,
core,areases_quint_,integer,numeric,1,area-level SES indicator (deprivation index in quintiles),,
core,distinvnear1_,decimal,inverse_meter,1,inverse distance to nearest road,,
core,trafload100_,decimal,vehicles_per_day_and_meter,1,total traffic load of all roads within a buffer of 100 m,,
core,trafmajorload100_,decimal,vehicles_per_day_and_meter,1,total traffic load of major roads within a buffer of 100 m,,
core,trafnear_,decimal,vehicles_per_day,1,traffic density on nearest road,,
core,foodenvdens300_,decimal,number_per_square_kilometer,1,number of facilities related to unhealthy food divided by the area of the 300 meters buffer,,
core,foodenvdensosm300_,decimal,number_per_square_kilometer,1,number of open street maps facilities related to unhealthy food divided by the area of the 300 meters buffer,,
core,tm_,decimal,degree_celsius,1,average of mean temperature,,
core,tmin_,decimal,degree_celsius,1,average of minimum temperature,,
core,tmax_,decimal,degree_celsius,1,average of maximum temperature,,
core,hum_,decimal,percent,1,average of mean relative humidity,,
core,hmin_,decimal,percent,1,average of minimum relative humidity,,
core,hmax_,decimal,percent,1,average of maximum relative humidity,,
core,uvddc_,decimal,kilojoules_per_square_meter,1,average of DNA-damage UV dose,,
core,uvdec_,decimal,kilojoules_per_square_meter,1,average of erythemal UV dose,,
core,uvdvc_,decimal,kilojoules_per_square_meter,1,average of vitamin-d UV dose,,
core,lst_,decimal,degree_celsius,1,land surface temperature,,
core,mdist_,decimal,meter,1,distance to meteorological station,,
core,ed_m_,integer,numeric,1,Maternal any eating disorder active after the index pregnancy,,
core,an_m_,integer,numeric,1,Maternal anorexia nervosa active after the index pregnancy,,
core,bn_m_,integer,numeric,1,Maternal bulimia nervosa active after the index pregnancy,,
core,age_trimester,integer,numeric,1,Age of the child in trimesters,,
core,smk_t,integer,numeric,1,Smoking,,
core,alc_t,integer,numeric,1,Any alcohol intake,,
core,no2_t,decimal,micrograms_per_cubic_meter,1,no2 average value (extrapolated back in time using ratio method),,
core,nox_t,decimal,micrograms_per_cubic_meter,1,nox average value (extrapolated back in time using ratio method),,
core,pm10_t,decimal,micrograms_per_cubic_meter,1,pm10 average value (extrapolated back in time using ratio method),,
core,pm25_t,decimal,micrograms_per_cubic_meter,1,pm25 average value (extrapolated back in time using ratio method),,
core,pmcoarse_t,decimal,micrograms_per_cubic_meter,1,pmcoarse average value (extrapolated back in time using ratio method),,
core,pm25abs_t,decimal,ten_power_minus_five_per_inverse_meter,1,pm25abs average value (extrapolated back in time using ratio method),,
core,pm25cu_t,decimal,nanograms_per_cubic_meter,1,pm25cu value,,
core,pm25fe_t,decimal,nanograms_per_cubic_meter,1,pm25fe value,,
core,pm25k_t,decimal,nanograms_per_cubic_meter,1,pm25k value,,
core,pm25ni_t,decimal,nanograms_per_cubic_meter,1,pm25ni value,,
core,pm25s_t,decimal,nanograms_per_cubic_meter,1,pm25s value,,
core,pm25si_t,decimal,nanograms_per_cubic_meter,1,pm25si value,,
core,pm25v_t,decimal,nanograms_per_cubic_meter,1,pm25v value,,
core,pm25zn_t,decimal,nanograms_per_cubic_meter,1,pm25zn value,,
core,pm10cu_t,decimal,nanograms_per_cubic_meter,1,pm10cu value,,
core,pm10fe_t,decimal,nanograms_per_cubic_meter,1,pm10fe value,,
core,pm10k_t,decimal,nanograms_per_cubic_meter,1,pm10k value,,
core,pm10ni_t,decimal,nanograms_per_cubic_meter,1,pm10ni value,,
core,pm10s_t,decimal,nanograms_per_cubic_meter,1,pm10s value,,
core,pm10si_t,decimal,nanograms_per_cubic_meter,1,pm10si value,,
core,pm10v_t,decimal,nanograms_per_cubic_meter,1,pm10v value,,
core,pm10zn_t,decimal,nanograms_per_cubic_meter,1,pm10zn value,,
core,popdens_t,decimal,people_per_square_kilometer,1,population density,,
core,bdens100_t,decimal,square_meter_per_square_kilometer,1,building density within a buffer of 100 m,,
core,bdens300_t,decimal,square_meter_per_square_kilometer,1,building density within a buffer of 300 m,,
core,connind100_t,decimal,number_per_square_kilometer,1,connectivity density within a buffer of 100 m,,
core,connind300_t,decimal,number_per_square_kilometer,1,connectivity density within a buffer of 300 m,,
core,bus_lines_100_t,decimal,meter_per_square_kilometer,1,length of public bus lines within a buffer of 100 m,,
core,bus_lines_300_t,decimal,meter_per_square_kilometer,1,length of public bus lines within a buffer of 300 m,,
core,bus_lines_500_t,decimal,meter_per_square_kilometer,1,length of public bus lines within a buffer of 500 m,,
core,bus_stops_100_t,decimal,number_per_square_kilometer,1,number of public bus stops within a buffer of 100 m,,
core,bus_stops_300_t,decimal,number_per_square_kilometer,1,number of public bus stops within a buffer of 300 m,,
core,bus_stops_500_t,decimal,number_per_square_kilometer,1,number of public bus stops within a buffer of 500 m,,
core,fdensity300_t,decimal,number_per_square_kilometer,1,number of facilities present within a buffer of 300 m,,
core,frichness300_t,decimal,numeric,1,number of different facility types present divided by the maximum potential number of facility types within a buffer of 300 m,,
core,landuseshan300_t,decimal,numeric,1,landuse Shannon's Evenness Index within a buffer of 300 m,,
core,walkability_mean_t,decimal,numeric,1,"walkability index (as mean of deciles of facility richness index, landuse shannon's Evenness Index, population density, connectivity density) within a buffer of 300 m",,
core,agrgr_t,decimal,percent,1,"percentage of agrgr (agricultural areas, semi-natural areas and wetlands) land use within a buffer of 300 m",,
core,airpt_t,decimal,percent,1,percentage of airpt (airports) land use within a buffer of 300 m,,
core,hdres_t,decimal,percent,1,percentage of hdres (continuous urban fabric) land use within a buffer of 300 m,,
core,indtr_t,decimal,percent,1,"percentage of indtr (industrial, commercial, public, military and private units) land use within a buffer of 300 m",,
core,ldres_t,decimal,percent,1,percentage of ldres (discontinuous dense/medium density/low density urban fabric) land use within a buffer of 300 m,,
core,natgr_t,decimal,percent,1,percentage of natgr (forests) land use within a buffer of 300 m,,
core,other_t,decimal,percent,1,"percentage of other (mineral extraction and dump sites, construction sites, land without current use) land use within a buffer of 300 m",,
core,port_t,decimal,percent,1,percentage of port (port areas) land use within a buffer of 300 m,,
core,trans_t,decimal,percent,1,"percentage of trans (road and rail network and associated land, fast transit roads and associated land, other roads and associated land, railways and associated land) land use within a buffer of 300 m",,
core,urbgr_t,decimal,percent,1,"percentage of urbgr (green urban areas, sports and leisure facilities) land use within a buffer of 300 m",,
core,vldres_t,decimal,percent,1,percentage of vldres (discontinuous very low density urban fabric) land use within a buffer of 300 m,,
core,water_t,decimal,percent,1,percentage of water land use within a buffer of 300 m,,
core,blue_dist_t,decimal,meter,1," straight line distance to nearest blue space > 5,000 m2",,
core,green_dist_t,decimal,meter,1," straight line distance to nearest green space > 5,000 m2",,
core,blue_size_t,decimal,square_meter,1," area of closest blue space > 5,000m2",,
core,green_size_t,decimal,square_meter,1," area of closest green space > 5,000m2",,
core,blueyn300_t,integer,numeric,1," is there a blue space  > 5,000 m2 in a distance of 300 m?",,
core,greenyn300_t,integer,numeric,1," is there a green space  > 5,000 m2 in a distance of 300 m?",,
core,ndvi100_t,decimal,ndvi_value,1,average of NDVI values within a buffer of 100 m,,
core,ndvi300_t,decimal,ndvi_value,1,average of NDVI values within a buffer of 300 m,,
core,ndvi500_t,decimal,ndvi_value,1,average of NDVI values within a buffer of 500 m,,
core,lden_t,decimal,A_weighted_decibel,1,day-evening-night level,,
core,ln_t,decimal,A_weighted_decibel,1,night level,,
core,lden_c_t,integer,numeric,1,categorized day-evening-night level,,
core,ln_c_t,integer,numeric,1,categorized night level,,
core,noise_dist_t,decimal,meter,1,straight distance to the nearest road with noise level,,
core,areases_tert_t,integer,numeric,1,area-level SES indicator (deprivation index in tertiles),,
core,areases_quint_t,integer,numeric,1,area-level SES indicator (deprivation index in quintiles),,
core,distinvnear1_t,decimal,inverse_meter,1,inverse distance to nearest road,,
core,trafload100_t,decimal,vehicles_per_day_and_meter,1,total traffic load of all roads within a buffer of 100 m,,
core,trafmajorload100_t,decimal,vehicles_per_day_and_meter,1,total traffic load of major roads within a buffer of 100 m,,
core,trafnear_t,decimal,vehicles_per_day,1,traffic density on nearest road,,
core,foodenvdens300_t,decimal,number_per_square_kilometer,1,number of facilities related to unhealthy food divided by the area of the 300 meters buffer,,
core,foodenvdensosm300_t,decimal,number_per_square_kilometer,1,number of open street maps facilities related to unhealthy food divided by the area of the 300 meters buffer,,
core,tm_t,decimal,degree_celsius,1,average of mean temperature,,
core,tmin_t,decimal,degree_celsius,1,average of minimum temperature,,
core,tmax_t,decimal,degree_celsius,1,average of maximum temperature,,
core,hum_t,decimal,percent,1,average of mean relative humidity,,
core,hmin_t,decimal,percent,1,average of minimum relative humidity,,
core,hmax_t,decimal,percent,1,average of maximum relative humidity,,
core,uvddc_t,decimal,kilojoules_per_square_meter,1,average of DNA-damage UV dose,,
core,uvdec_t,decimal,kilojoules_per_square_meter,1,average of erythemal UV dose,,
core,uvdvc_t,decimal,kilojoules_per_square_meter,1,average of vitamin-d UV dose,,
core,lst_t,decimal,degree_celsius,1,land surface temperature,,
core,mdist_t,decimal,meter,1,distance to meteorological station,,
core,SAI_score_t,integer,numeric,1,SAI score X trimester,,
core,SCL_total_score_t,integer,numeric,1,SCL score X trimester,,
core,SCL_anx_score_t,integer,numeric,1,SCL anxiety score X trimester,,
core,SCL_dep_score_t,integer,numeric,1,SCL depression score X trimester,,
core,GA_anx_t,integer,numeric,1,Gestational age in days at X trimester anxiety measure,,
